name,typ,node,maxcap,heat_rate,mincap,var_om,no_load,st_cost,ramp,minup,mindn
PP_2778_1,hydro,1063,10000,0,0,0,0,0,0,0,0
PP_2779_1,hydro,1063,10000,0,0,0,0,0,0,0,0
PP_2779_2,hydro,1063,10000,0,0,0,0,0,0,0,0
PP_2779_3,hydro,1063,10000,0,0,0,0,0,0,0,0
PP_2780_1,hydro,1063,10000,0,0,0,0,0,0,0,0
PP_2780_2,hydro,1063,10000,0,0,0,0,0,0,0,0
PP_3253_1,hydro,28842,10000,0,0,0,0,0,0,0,0
PP_3253_2,hydro,28842,10000,0,0,0,0,0,0,0,0
PP_3254_HC1,hydro,30976,10000,0,0,0,0,0,0,0,0
PP_3254_HC2,hydro,30976,10000,0,0,0,0,0,0,0,0
PP_3254_HC3,hydro,30976,10000,0,0,0,0,0,0,0,0
PP_3255_1,hydro,18271,10000,0,0,0,0,0,0,0,0
PP_3255_2,hydro,18271,10000,0,0,0,0,0,0,0,0
PP_3255_3,hydro,18271,10000,0,0,0,0,0,0,0,0
PP_3256_1,hydro,28332,10000,0,0,0,0,0,0,0,0
PP_3256_2,hydro,28332,10000,0,0,0,0,0,0,0,0
PP_3256_3,hydro,28332,10000,0,0,0,0,0,0,0,0
PP_3257_1,hydro,28332,10000,0,0,0,0,0,0,0,0
PP_3257_2,hydro,28332,10000,0,0,0,0,0,0,0,0
PP_3257_3,hydro,28332,10000,0,0,0,0,0,0,0,0
PP_3257_4,hydro,28332,10000,0,0,0,0,0,0,0,0
PP_3257_5,hydro,28332,10000,0,0,0,0,0,0,0,0
PP_3258_3,hydro,4521,10000,0,0,0,0,0,0,0,0
PP_3258_4,hydro,4521,10000,0,0,0,0,0,0,0,0
PP_3258_5,hydro,4521,10000,0,0,0,0,0,0,0,0
PP_3258_6,hydro,4521,10000,0,0,0,0,0,0,0,0
PP_3259_1,hydro,28332,10000,0,0,0,0,0,0,0,0
PP_3259_2,hydro,28332,10000,0,0,0,0,0,0,0,0
PP_3259_5,hydro,28332,10000,0,0,0,0,0,0,0,0
PP_3259_6,hydro,28332,10000,0,0,0,0,0,0,0,0
PP_3261_1,hydro,10239,10000,0,0,0,0,0,0,0,0
PP_3261_2,hydro,10239,10000,0,0,0,0,0,0,0,0
PP_3261_3,hydro,10239,10000,0,0,0,0,0,0,0,0
PP_3261_4,hydro,10239,10000,0,0,0,0,0,0,0,0
PP_3262_1,hydro,275,10000,0,0,0,0,0,0,0,0
PP_3262_2,hydro,275,10000,0,0,0,0,0,0,0,0
PP_3262_3,hydro,275,10000,0,0,0,0,0,0,0,0
PP_3262_4,hydro,275,10000,0,0,0,0,0,0,0,0
PP_3267_1,hydro,28107,10000,0,0,0,0,0,0,0,0
PP_3267_2,hydro,28107,10000,0,0,0,0,0,0,0,0
PP_3267_3,hydro,28107,10000,0,0,0,0,0,0,0,0
PP_3267_4,hydro,28107,10000,0,0,0,0,0,0,0,0
PP_3270_1,hydro,17955,10000,0,0,0,0,0,0,0,0
PP_3270_2,hydro,17955,10000,0,0,0,0,0,0,0,0
PP_3270_3,hydro,17955,10000,0,0,0,0,0,0,0,0
PP_3270_4,hydro,17955,10000,0,0,0,0,0,0,0,0
PP_3270_5,hydro,17955,10000,0,0,0,0,0,0,0,0
PP_3271_1,hydro,28108,10000,0,0,0,0,0,0,0,0
PP_3271_2,hydro,28108,10000,0,0,0,0,0,0,0,0
PP_3271_3,hydro,28108,10000,0,0,0,0,0,0,0,0
PP_3271_4,hydro,28108,10000,0,0,0,0,0,0,0,0
PP_3272_1,hydro,18262,10000,0,0,0,0,0,0,0,0
PP_3272_2,hydro,18262,10000,0,0,0,0,0,0,0,0
PP_3272_3,hydro,18262,10000,0,0,0,0,0,0,0,0
PP_3272_4,hydro,18262,10000,0,0,0,0,0,0,0,0
PP_3275_2,hydro,18262,10000,0,0,0,0,0,0,0,0
PP_3275_HY1,hydro,18262,10000,0,0,0,0,0,0,0,0
PP_3275_HY3,hydro,18262,10000,0,0,0,0,0,0,0,0
PP_3275_HY4,hydro,18262,10000,0,0,0,0,0,0,0,0
PP_3275_HY5,hydro,18262,10000,0,0,0,0,0,0,0,0
PP_3289_1,hydro,18302,10000,0,0,0,0,0,0,0,0
PP_3289_2,hydro,18302,10000,0,0,0,0,0,0,0,0
PP_3289_3,hydro,18302,10000,0,0,0,0,0,0,0,0
PP_3289_4,hydro,18302,10000,0,0,0,0,0,0,0,0
PP_3290_1,hydro,9961,10000,0,0,0,0,0,0,0,0
PP_3290_2,hydro,9961,10000,0,0,0,0,0,0,0,0
PP_3290_4,hydro,9961,10000,0,0,0,0,0,0,0,0
PP_3290_5,hydro,9961,10000,0,0,0,0,0,0,0,0
PP_3290_6,hydro,9961,10000,0,0,0,0,0,0,0,0
PP_3323_1,hydro,28803,10000,0,0,0,0,0,0,0,0
PP_3323_2,hydro,28803,10000,0,0,0,0,0,0,0,0
PP_3323_3,hydro,28803,10000,0,0,0,0,0,0,0,0
PP_3323_4,hydro,28803,10000,0,0,0,0,0,0,0,0
PP_3323_5,hydro,28803,10000,0,0,0,0,0,0,0,0
PP_3323_6,hydro,28803,10000,0,0,0,0,0,0,0,0
PP_3323_7,hydro,28803,10000,0,0,0,0,0,0,0,0
PP_50890_GEN1,hydro,28601,10000,0,0,0,0,0,0,0,0
PP_50890_GEN2,hydro,28601,10000,0,0,0,0,0,0,0,0
PP_50890_GEN3,hydro,28601,10000,0,0,0,0,0,0,0,0
PP_50890_GEN4,hydro,28601,10000,0,0,0,0,0,0,0,0
PP_52049_1H,hydro,4536,10000,0,0,0,0,0,0,0,0
PP_52049_2V,hydro,4536,10000,0,0,0,0,0,0,0,0
PP_54675_DI2,oil,4536,2,9.492011943,0.76,2,0.881726316,140,2,1,1
PP_54801_GEN1,hydro,7011,10000,0,0,0,0,0,0,0,0
PP_54801_GEN2,hydro,7011,10000,0,0,0,0,0,0,0,0
PP_54801_GEN3,hydro,7011,10000,0,0,0,0,0,0,0,0
PP_54894_YN1,hydro,15692,10000,0,0,0,0,0,0,0,0
PP_54894_YN2,hydro,15692,10000,0,0,0,0,0,0,0,0
PP_54894_YN3,hydro,15692,10000,0,0,0,0,0,0,0,0
PP_54894_YN4,hydro,15692,10000,0,0,0,0,0,0,0,0
PP_54895_YF1,hydro,15692,10000,0,0,0,0,0,0,0,0
PP_54895_YF2,hydro,15692,10000,0,0,0,0,0,0,0,0
PP_54895_YF3,hydro,15692,10000,0,0,0,0,0,0,0,0
PP_54896_HR1,hydro,15641,10000,0,0,0,0,0,0,0,0
PP_54896_HR2,hydro,15641,10000,0,0,0,0,0,0,0,0
PP_54896_HR3,hydro,15641,10000,0,0,0,0,0,0,0,0
PP_54897_TT1,hydro,15692,10000,0,0,0,0,0,0,0,0
PP_54897_TT2,hydro,15692,10000,0,0,0,0,0,0,0,0
PP_54897_TT3,hydro,15692,10000,0,0,0,0,0,0,0,0
PP_54898_1,hydro,1063,10000,0,0,0,0,0,0,0,0
PP_54898_2,hydro,1063,10000,0,0,0,0,0,0,0,0
PP_54899_1A,hydro,1063,10000,0,0,0,0,0,0,0,0
PP_54899_2A,hydro,1063,10000,0,0,0,0,0,0,0,0
PP_54899_3A,hydro,1063,10000,0,0,0,0,0,0,0,0
PP_54899_4A,hydro,1063,10000,0,0,0,0,0,0,0,0
PP_54899_5,hydro,1063,10000,0,0,0,0,0,0,0,0
PP_58257_UP1,hydro,4478,10000,0,0,0,0,0,0,0,0
PP_58390_EMOD,hydro,29973,10000,0,0,0,0,0,0,0,0
PP_58390_WMOD,hydro,29973,10000,0,0,0,0,0,0,0,0
PP_6126_1,hydro,29011,10000,0,0,0,0,0,0,0,0
PP_6126_2,hydro,29011,10000,0,0,0,0,0,0,0,0
PP_6126_3,hydro,29011,10000,0,0,0,0,0,0,0,0
PP_6126_4,hydro,29011,10000,0,0,0,0,0,0,0,0
PP_6126_5,hydro,29011,10000,0,0,0,0,0,0,0,0
PP_6126_6,hydro,29011,10000,0,0,0,0,0,0,0,0
PP_6126_7,hydro,29011,10000,0,0,0,0,0,0,0,0
PP_6126_8,hydro,29011,10000,0,0,0,0,0,0,0,0
PP_6438_1,hydro,1063,10000,0,0,0,0,0,0,0,0
PP_6517_1,hydro,29228,10000,0,0,0,0,0,0,0,0
PP_6517_2,hydro,29228,10000,0,0,0,0,0,0,0,0
PP_7125_1,hydro,7797,10000,0,0,0,0,0,0,0,0
PP_7125_2,hydro,7797,10000,0,0,0,0,0,0,0,0
PP_7125_3,hydro,7797,10000,0,0,0,0,0,0,0,0
PP_7125_4,hydro,7797,10000,0,0,0,0,0,0,0,0
PP_3251_2,nuc,6705,10000,0,0,0,0,0,0,0,0
PP_3265_1,nuc,29228,10000,0,0,0,0,0,0,0,0
PP_3265_2,nuc,29228,10000,0,0,0,0,0,0,0,0
PP_3265_3,nuc,29228,10000,0,0,0,0,0,0,0,0
PP_6014_1,nuc,18689,10000,0,0,0,0,0,0,0,0
PP_6014_2,nuc,18689,10000,0,0,0,0,0,0,0,0
PP_6015_1,nuc,319,10000,0,0,0,0,0,0,0,0
PP_6036_1,nuc,28505,10000,0,0,0,0,0,0,0,0
PP_6036_2,nuc,28505,10000,0,0,0,0,0,0,0,0
PP_6038_1,nuc,6652,10000,0,0,0,0,0,0,0,0
PP_6038_2,nuc,6652,10000,0,0,0,0,0,0,0,0
PP_6127_1,nuc,29011,10000,0,0,0,0,0,0,0,0
oil_10017,oil,10017,4,18,1.52,2,3.344090542,280,4,1,1
oil_13843,oil,13843,1.8,18,0.684,2,1.504840744,126,1.8,1,1
oil_14301,oil,14301,1.3,149,0.494,2,8.996532471,91,1.3,1,1
oil_14508,oil,14508,1.3,18,0.494,2,1.086829426,91,1.3,1,1
oil_14783,oil,14783,1.8,23.69230769,0.684,2,1.980730551,126,1.8,1,1
oil_15511,oil,15511,1,8.11,0.38,2,0.753349286,70,1,1,1
oil_15630,oil,15630,3.6,18.22,1.368,2,3.046466483,252,3.6,1,1
oil_15641,oil,15641,3.6,8.11,1.368,2,1.356028715,252,3.6,1,1
oil_15692,oil,15692,5.4,16.882,2.052,2,4.234120239,378,5.4,1,1
oil_15782,oil,15782,1.8,17.722,0.684,2,1.481599314,126,1.8,1,1
oil_17246,oil,17246,2.9,10.32,1.102,2,1.390026968,203,2.9,1,1
oil_18302,oil,18302,5.8,10.232,2.204,2,2.756348051,406,5.8,1,1
oil_18690,oil,18690,2.2,20.745,0.836,2,2.119735392,154,2.2,1,1
oil_21285,oil,21285,2.2,18,0.836,2,1.839249798,154,2.2,1,1
oil_23782,oil,23782,9.2,10.79482,3.496,2,4.612631531,644,9.2,1,1
oil_28471,oil,28471,2.2,18,0.836,2,1.839249798,154,2.2,1,1
oil_28504,oil,28504,5.8,10.2143,2.204,2,2.751579935,406,5.8,1,1
oil_29228,oil,29228,10.9,9.524,4.142,2,5.706300365,763,10.9,1,1
oil_8325,oil,8325,2.9,9.524,1.102,2,5.706300365,203,2.9,1,1
oil_29477,oil,29477,2.2,8.11,0.836,2,0.828684214,154,2.2,1,1
oil_30212,oil,30212,2.2,18.962,0.836,2,1.937547482,154,2.2,1,1
oil_31224,oil,31224,1.8,8.11,0.684,2,0.678014357,126,1.8,1,1
oil_4459,oil,4459,1.8,18,0.684,2,1.504840744,126,1.8,1,1
oil_4475,oil,4475,1.8,10.3333,0.684,2,0.86388727,126,1.8,1,1
oil_4478,oil,4478,12.6,12.731,4.788,2,7.45038292,882,12.6,1,1
oil_4496,oil,4496,1.8,8.11,0.684,2,0.678014357,126,1.8,1,1
oil_4517,oil,4517,24.1,15.7987,9.158,2,17.68413925,1687,24.1,1,1
oil_6954,oil,6954,1.8,8.11,0.684,2,0.678014357,126,1.8,1,1
oil_7031,oil,7031,5.4,9.546,2.052,2,4.788403247,378,5.4,1,1
oil_7041,oil,7041,11,13.165,4.18,2,6.72603433,770,11,1,1
PP_2716_GT1,oil,28662,39.7,49.05,15.086,2,90.44301876,2779,39.7,1,1
PP_2716_GT2,oil,28662,39.7,51.191,15.086,2,94.3907966,2779,39.7,1,1
PP_2716_GT3,oil,28662,41.8,49.719,15.884,2,96.52597519,2926,41.8,1,1
PP_2716_GT4,oil,28662,41.8,54.803,15.884,2,106.396207,2926,41.8,1,1
PP_3320_1,oil,9900,11.5,18.3971,4.37,2,9.826361572,805,11.5,1,1
PP_3320_2,oil,9900,11.5,18.3971,4.37,2,9.826361572,805,11.5,1,1
PP_3320_3,oil,9900,26.6,56.959,10.108,2,70.37031964,1862,26.6,1,1
PP_3320_4,oil,9900,26.6,18.3971,10.108,2,22.72880155,1862,26.6,1,1
PP_3320_5,oil,9900,35.3,15.189,13.414,2,24.90287098,2471,35.3,1,1
PP_50555_GEN1,oil,10054,86,18,32.68,2,71.89794665,6020,86,1,1
PP_50555_GEN2,oil,10054,40,18,15.2,2,33.44090542,2800,40,1,1
PP_50555_GEN3,oil,10054,54,18,20.52,2,45.14522231,3780,54,1,1
n_10002_solar,solar,10002,10000,0,0,0,0,0,0,0,0
n_10009_solar,solar,10009,10000,0,0,0,0,0,0,0,0
n_10012_solar,solar,10012,10000,0,0,0,0,0,0,0,0
n_10014_solar,solar,10014,10000,0,0,0,0,0,0,0,0
n_10015_solar,solar,10015,10000,0,0,0,0,0,0,0,0
n_10017_solar,solar,10017,10000,0,0,0,0,0,0,0,0
n_10039_solar,solar,10039,10000,0,0,0,0,0,0,0,0
n_10045_solar,solar,10045,10000,0,0,0,0,0,0,0,0
n_10051_solar,solar,10051,10000,0,0,0,0,0,0,0,0
n_10052_solar,solar,10052,10000,0,0,0,0,0,0,0,0
n_10053_solar,solar,10053,10000,0,0,0,0,0,0,0,0
n_10054_solar,solar,10054,10000,0,0,0,0,0,0,0,0
n_10058_solar,solar,10058,10000,0,0,0,0,0,0,0,0
n_10584_solar,solar,10584,10000,0,0,0,0,0,0,0,0
n_10707_solar,solar,10707,10000,0,0,0,0,0,0,0,0
n_11731_solar,solar,11731,10000,0,0,0,0,0,0,0,0
n_11742_solar,solar,11742,10000,0,0,0,0,0,0,0,0
n_12414_solar,solar,12414,10000,0,0,0,0,0,0,0,0
n_12417_solar,solar,12417,10000,0,0,0,0,0,0,0,0
n_13956_solar,solar,13956,10000,0,0,0,0,0,0,0,0
n_14001_solar,solar,14001,10000,0,0,0,0,0,0,0,0
n_14031_solar,solar,14031,10000,0,0,0,0,0,0,0,0
n_14258_solar,solar,14258,10000,0,0,0,0,0,0,0,0
n_14577_solar,solar,14577,10000,0,0,0,0,0,0,0,0
n_14593_solar,solar,14593,10000,0,0,0,0,0,0,0,0
n_14626_solar,solar,14626,10000,0,0,0,0,0,0,0,0
n_1517_solar,solar,1517,10000,0,0,0,0,0,0,0,0
n_15226_solar,solar,15226,10000,0,0,0,0,0,0,0,0
n_15511_solar,solar,15511,10000,0,0,0,0,0,0,0,0
n_15512_solar,solar,15512,10000,0,0,0,0,0,0,0,0
n_15622_solar,solar,15622,10000,0,0,0,0,0,0,0,0
n_15630_solar,solar,15630,10000,0,0,0,0,0,0,0,0
n_15632_solar,solar,15632,10000,0,0,0,0,0,0,0,0
n_15664_solar,solar,15664,10000,0,0,0,0,0,0,0,0
n_15689_solar,solar,15689,10000,0,0,0,0,0,0,0,0
n_15690_solar,solar,15690,10000,0,0,0,0,0,0,0,0
n_15691_solar,solar,15691,10000,0,0,0,0,0,0,0,0
n_15692_solar,solar,15692,10000,0,0,0,0,0,0,0,0
n_1575_solar,solar,1575,10000,0,0,0,0,0,0,0,0
n_15775_solar,solar,15775,10000,0,0,0,0,0,0,0,0
n_15777_solar,solar,15777,10000,0,0,0,0,0,0,0,0
n_15782_solar,solar,15782,10000,0,0,0,0,0,0,0,0
n_16281_solar,solar,16281,10000,0,0,0,0,0,0,0,0
n_16404_solar,solar,16404,10000,0,0,0,0,0,0,0,0
n_16911_solar,solar,16911,10000,0,0,0,0,0,0,0,0
n_17072_solar,solar,17072,10000,0,0,0,0,0,0,0,0
n_17163_solar,solar,17163,10000,0,0,0,0,0,0,0,0
n_18277_solar,solar,18277,10000,0,0,0,0,0,0,0,0
n_18283_solar,solar,18283,10000,0,0,0,0,0,0,0,0
n_18296_solar,solar,18296,10000,0,0,0,0,0,0,0,0
n_18302_solar,solar,18302,10000,0,0,0,0,0,0,0,0
n_1850_solar,solar,1850,10000,0,0,0,0,0,0,0,0
n_1851_solar,solar,1851,10000,0,0,0,0,0,0,0,0
n_18688_solar,solar,18688,10000,0,0,0,0,0,0,0,0
n_18693_solar,solar,18693,10000,0,0,0,0,0,0,0,0
n_18696_solar,solar,18696,10000,0,0,0,0,0,0,0,0
n_18698_solar,solar,18698,10000,0,0,0,0,0,0,0,0
n_18710_solar,solar,18710,10000,0,0,0,0,0,0,0,0
n_18866_solar,solar,18866,10000,0,0,0,0,0,0,0,0
n_18868_solar,solar,18868,10000,0,0,0,0,0,0,0,0
n_18870_solar,solar,18870,10000,0,0,0,0,0,0,0,0
n_1924_solar,solar,1924,10000,0,0,0,0,0,0,0,0
n_22541_solar,solar,22541,10000,0,0,0,0,0,0,0,0
n_22589_solar,solar,22589,10000,0,0,0,0,0,0,0,0
n_22591_solar,solar,22591,10000,0,0,0,0,0,0,0,0
n_22592_solar,solar,22592,10000,0,0,0,0,0,0,0,0
n_22602_solar,solar,22602,10000,0,0,0,0,0,0,0,0
n_22612_solar,solar,22612,10000,0,0,0,0,0,0,0,0
n_22818_solar,solar,22818,10000,0,0,0,0,0,0,0,0
n_23599_solar,solar,23599,10000,0,0,0,0,0,0,0,0
n_23600_solar,solar,23600,10000,0,0,0,0,0,0,0,0
n_23772_solar,solar,23772,10000,0,0,0,0,0,0,0,0
n_23776_solar,solar,23776,10000,0,0,0,0,0,0,0,0
n_23777_solar,solar,23777,10000,0,0,0,0,0,0,0,0
n_23779_solar,solar,23779,10000,0,0,0,0,0,0,0,0
n_23782_solar,solar,23782,10000,0,0,0,0,0,0,0,0
n_23786_solar,solar,23786,10000,0,0,0,0,0,0,0,0
n_23789_solar,solar,23789,10000,0,0,0,0,0,0,0,0
n_23790_solar,solar,23790,10000,0,0,0,0,0,0,0,0
n_23792_solar,solar,23792,10000,0,0,0,0,0,0,0,0
n_23793_solar,solar,23793,10000,0,0,0,0,0,0,0,0
n_23819_solar,solar,23819,10000,0,0,0,0,0,0,0,0
n_23847_solar,solar,23847,10000,0,0,0,0,0,0,0,0
n_23848_solar,solar,23848,10000,0,0,0,0,0,0,0,0
n_23849_solar,solar,23849,10000,0,0,0,0,0,0,0,0
n_28211_solar,solar,28211,10000,0,0,0,0,0,0,0,0
n_28295_solar,solar,28295,10000,0,0,0,0,0,0,0,0
n_28296_solar,solar,28296,10000,0,0,0,0,0,0,0,0
n_28298_solar,solar,28298,10000,0,0,0,0,0,0,0,0
n_28303_solar,solar,28303,10000,0,0,0,0,0,0,0,0
n_28601_solar,solar,28601,10000,0,0,0,0,0,0,0,0
n_28635_solar,solar,28635,10000,0,0,0,0,0,0,0,0
n_28662_solar,solar,28662,10000,0,0,0,0,0,0,0,0
n_28666_solar,solar,28666,10000,0,0,0,0,0,0,0,0
n_28671_solar,solar,28671,10000,0,0,0,0,0,0,0,0
n_28698_solar,solar,28698,10000,0,0,0,0,0,0,0,0
